suite	task_id	axis	difficulty
libero_10	78	Background Textures	4
libero_10	79	Background Textures	5
libero_10	80	Background Textures	5
libero_10	81	Background Textures	4
libero_10	82	Background Textures	4
libero_10	83	Background Textures	5
libero_10	84	Background Textures	5
libero_10	85	Background Textures	5
libero_10	86	Background Textures	5
libero_10	87	Background Textures	5
libero_10	88	Background Textures	5
libero_10	89	Background Textures	5
libero_10	90	Background Textures	5
libero_10	91	Background Textures	5
libero_10	92	Background Textures	5
libero_10	93	Background Textures	5
libero_10	94	Background Textures	5
libero_10	95	Background Textures	5
libero_10	96	Background Textures	4
libero_10	97	Background Textures	5
libero_10	98	Background Textures	5
libero_10	99	Background Textures	5
libero_10	100	Background Textures	5
libero_10	101	Background Textures	5
libero_10	102	Background Textures	4
libero_10	103	Background Textures	5
libero_10	104	Background Textures	5
libero_10	105	Background Textures	5
libero_10	106	Background Textures	4
libero_10	107	Background Textures	5
libero_10	108	Background Textures	5
libero_10	109	Background Textures	5
libero_10	110	Background Textures	5
libero_10	111	Background Textures	5
libero_10	112	Background Textures	5
libero_10	113	Background Textures	5
libero_10	114	Background Textures	5
libero_10	115	Background Textures	5
libero_10	116	Background Textures	5
libero_10	117	Background Textures	5
libero_10	118	Background Textures	5
libero_10	119	Background Textures	5
libero_10	120	Background Textures	5
libero_10	121	Background Textures	5
libero_10	122	Background Textures	5
libero_10	123	Background Textures	5
libero_10	124	Background Textures	5
libero_10	125	Background Textures	5
libero_10	126	Background Textures	5
libero_10	127	Background Textures	5
libero_10	128	Background Textures	5
libero_10	129	Background Textures	5
libero_10	130	Background Textures	5
libero_10	131	Background Textures	5
libero_10	132	Background Textures	5
libero_10	133	Background Textures	5
libero_10	134	Background Textures	5
libero_10	135	Background Textures	5
libero_10	136	Background Textures	5
libero_10	137	Background Textures	2
libero_10	138	Background Textures	4
libero_10	139	Background Textures	3
libero_10	140	Background Textures	2
libero_10	141	Background Textures	3
libero_10	142	Background Textures	2
libero_10	143	Background Textures	2
libero_10	144	Background Textures	2
libero_10	145	Background Textures	2
libero_10	146	Background Textures	2
libero_10	147	Background Textures	4
libero_10	148	Background Textures	4
libero_10	149	Background Textures	1
libero_10	150	Background Textures	2
libero_10	151	Background Textures	3
libero_10	152	Background Textures	2
libero_10	153	Background Textures	3
libero_10	154	Background Textures	2
libero_10	155	Background Textures	3
libero_10	156	Background Textures	2
libero_10	157	Background Textures	2
libero_10	158	Background Textures	2
libero_10	159	Background Textures	2
libero_10	160	Background Textures	2
libero_10	161	Background Textures	1
libero_10	162	Background Textures	1
libero_10	163	Background Textures	1
libero_10	164	Background Textures	1
libero_10	165	Background Textures	1
libero_10	166	Background Textures	2
libero_10	167	Background Textures	1
libero_10	168	Background Textures	2
libero_10	169	Background Textures	3
libero_10	170	Background Textures	2
libero_10	171	Background Textures	3
libero_10	172	Background Textures	2
libero_10	173	Background Textures	3
libero_10	174	Background Textures	2
libero_10	175	Background Textures	2
libero_10	176	Background Textures	2
libero_10	177	Background Textures	1
libero_10	178	Background Textures	1
libero_10	179	Background Textures	2
libero_10	180	Background Textures	1
libero_10	181	Background Textures	2
libero_10	182	Background Textures	1
libero_10	183	Background Textures	1
libero_10	184	Background Textures	2
libero_10	185	Background Textures	1
libero_10	186	Background Textures	1
libero_10	187	Background Textures	1
libero_10	188	Background Textures	2
libero_10	189	Background Textures	2
libero_10	190	Background Textures	2
libero_10	191	Background Textures	2
libero_10	192	Background Textures	2
libero_10	193	Background Textures	3
libero_10	194	Background Textures	3
libero_10	195	Background Textures	2
libero_10	196	Background Textures	1
libero_10	197	Background Textures	3
libero_10	198	Background Textures	5
libero_10	199	Background Textures	2
libero_10	200	Background Textures	5
libero_10	201	Background Textures	4
libero_10	202	Background Textures	2
libero_10	203	Background Textures	3
libero_10	204	Background Textures	5
libero_10	205	Background Textures	3
libero_10	206	Background Textures	5
libero_10	207	Background Textures	2
libero_10	208	Background Textures	1
libero_10	209	Background Textures	3
libero_10	210	Background Textures	4
libero_10	211	Background Textures	5
libero_10	212	Background Textures	3
libero_10	213	Background Textures	2
libero_10	214	Background Textures	5
libero_10	215	Background Textures	2
libero_10	216	Background Textures	2
libero_10	217	Background Textures	2
libero_10	218	Background Textures	2
libero_10	219	Background Textures	5
libero_10	220	Background Textures	3
libero_10	221	Background Textures	4
libero_10	222	Background Textures	3
libero_10	223	Background Textures	3
libero_10	224	Background Textures	2
libero_10	225	Background Textures	3
libero_10	226	Background Textures	1
libero_10	227	Background Textures	2
libero_10	228	Background Textures	2
libero_10	229	Background Textures	1
libero_10	230	Background Textures	2
libero_10	231	Background Textures	2
libero_10	232	Background Textures	4
libero_10	233	Background Textures	4
libero_10	234	Background Textures	3
libero_10	235	Background Textures	5
libero_10	236	Background Textures	2
libero_10	237	Background Textures	5
libero_10	238	Background Textures	5
libero_10	239	Background Textures	5
libero_10	240	Background Textures	3
libero_10	241	Background Textures	4
libero_10	242	Background Textures	3
libero_10	243	Background Textures	5
libero_10	244	Background Textures	3
libero_10	245	Background Textures	5
libero_10	246	Background Textures	5
libero_10	247	Background Textures	4
libero_10	248	Background Textures	3
libero_10	249	Background Textures	5
libero_10	250	Background Textures	1
libero_10	251	Background Textures	4
libero_10	252	Background Textures	5
libero_10	253	Background Textures	3
libero_10	254	Background Textures	5
libero_10	255	Background Textures	1
libero_10	256	Background Textures	4
libero_10	257	Background Textures	4
libero_10	258	Background Textures	5
libero_10	259	Background Textures	4
libero_10	260	Background Textures	4
libero_10	261	Background Textures	3
libero_10	262	Background Textures	3
libero_10	263	Background Textures	5
libero_10	264	Background Textures	2
libero_10	265	Background Textures	5
libero_10	266	Background Textures	5
libero_10	267	Background Textures	4
libero_10	268	Background Textures	4
libero_10	269	Background Textures	5
libero_10	270	Background Textures	3
libero_10	271	Background Textures	4
libero_10	272	Background Textures	5
libero_10	273	Background Textures	4
libero_10	274	Background Textures	4
libero_10	275	Background Textures	5
libero_10	276	Background Textures	2
libero_10	277	Background Textures	2
libero_10	278	Background Textures	2
libero_10	279	Background Textures	5
libero_10	280	Background Textures	3
libero_10	281	Background Textures	2
libero_10	282	Background Textures	1
libero_10	283	Background Textures	3
libero_10	284	Background Textures	3
libero_10	285	Background Textures	2
libero_10	286	Background Textures	1
libero_10	287	Background Textures	5
libero_10	288	Background Textures	2
libero_10	289	Robot Initial States	2
libero_10	290	Robot Initial States	2
libero_10	291	Robot Initial States	1
libero_10	292	Robot Initial States	1
libero_10	293	Robot Initial States	2
libero_10	294	Robot Initial States	1
libero_10	295	Robot Initial States	4
libero_10	296	Robot Initial States	2
libero_10	297	Robot Initial States	1
libero_10	298	Robot Initial States	5
libero_10	299	Robot Initial States	3
libero_10	300	Robot Initial States	2
libero_10	301	Robot Initial States	2
libero_10	302	Robot Initial States	5
libero_10	303	Robot Initial States	4
libero_10	304	Robot Initial States	5
libero_10	305	Robot Initial States	4
libero_10	306	Robot Initial States	2
libero_10	307	Robot Initial States	2
libero_10	308	Robot Initial States	2
libero_10	309	Robot Initial States	5
libero_10	310	Robot Initial States	4
libero_10	311	Robot Initial States	4
libero_10	312	Robot Initial States	5
libero_10	313	Robot Initial States	4
libero_10	314	Robot Initial States	3
libero_10	315	Robot Initial States	1
libero_10	316	Robot Initial States	3
libero_10	317	Robot Initial States	4
libero_10	318	Robot Initial States	4
libero_10	319	Robot Initial States	3
libero_10	320	Robot Initial States	4
libero_10	321	Robot Initial States	4
libero_10	322	Robot Initial States	5
libero_10	323	Robot Initial States	3
libero_10	324	Robot Initial States	2
libero_10	325	Robot Initial States	1
libero_10	326	Robot Initial States	3
libero_10	327	Robot Initial States	4
libero_10	328	Robot Initial States	3
libero_10	329	Robot Initial States	5
libero_10	330	Robot Initial States	2
libero_10	331	Robot Initial States	1
libero_10	332	Robot Initial States	1
libero_10	333	Robot Initial States	1
libero_10	334	Robot Initial States	2
libero_10	335	Robot Initial States	2
libero_10	336	Robot Initial States	1
libero_10	337	Robot Initial States	1
libero_10	338	Robot Initial States	1
libero_10	339	Robot Initial States	3
libero_10	340	Robot Initial States	4
libero_10	341	Robot Initial States	2
libero_10	342	Robot Initial States	3
libero_10	343	Robot Initial States	1
libero_10	344	Robot Initial States	1
libero_10	345	Robot Initial States	3
libero_10	346	Robot Initial States	3
libero_10	347	Robot Initial States	5
libero_10	348	Robot Initial States	4
libero_10	349	Robot Initial States	3
libero_10	350	Robot Initial States	5
libero_10	351	Robot Initial States	3
libero_10	352	Robot Initial States	3
libero_10	353	Robot Initial States	5
libero_10	354	Robot Initial States	4
libero_10	355	Robot Initial States	3
libero_10	356	Robot Initial States	5
libero_10	357	Robot Initial States	4
libero_10	358	Robot Initial States	3
libero_10	359	Robot Initial States	2
libero_10	360	Robot Initial States	5
libero_10	361	Robot Initial States	5
libero_10	362	Robot Initial States	3
libero_10	363	Robot Initial States	1
libero_10	364	Robot Initial States	2
libero_10	365	Robot Initial States	2
libero_10	366	Robot Initial States	1
libero_10	367	Robot Initial States	1
libero_10	368	Robot Initial States	2
libero_10	369	Robot Initial States	1
libero_10	370	Robot Initial States	1
libero_10	371	Robot Initial States	1
libero_10	372	Robot Initial States	2
libero_10	373	Robot Initial States	1
libero_10	374	Robot Initial States	3
libero_10	375	Robot Initial States	2
libero_10	376	Robot Initial States	2
libero_10	377	Robot Initial States	1
libero_10	378	Robot Initial States	1
libero_10	379	Robot Initial States	1
libero_10	380	Robot Initial States	1
libero_10	381	Robot Initial States	2
libero_10	382	Robot Initial States	2
libero_10	383	Robot Initial States	2
libero_10	384	Robot Initial States	1
libero_10	385	Robot Initial States	2
libero_10	386	Robot Initial States	2
libero_10	387	Robot Initial States	2
libero_10	388	Robot Initial States	1
libero_10	389	Robot Initial States	4
libero_10	390	Robot Initial States	3
libero_10	391	Robot Initial States	2
libero_10	392	Robot Initial States	2
libero_10	393	Robot Initial States	3
libero_10	394	Robot Initial States	2
libero_10	395	Robot Initial States	2
libero_10	396	Robot Initial States	2
libero_10	397	Robot Initial States	5
libero_10	398	Robot Initial States	3
libero_10	399	Robot Initial States	2
libero_10	400	Robot Initial States	3
libero_10	401	Robot Initial States	5
libero_10	402	Robot Initial States	4
libero_10	403	Robot Initial States	3
libero_10	404	Robot Initial States	3
libero_10	405	Robot Initial States	1
libero_10	406	Robot Initial States	2
libero_10	407	Robot Initial States	4
libero_10	408	Robot Initial States	3
libero_10	409	Robot Initial States	4
libero_10	410	Robot Initial States	3
libero_10	411	Robot Initial States	4
libero_10	412	Robot Initial States	3
libero_10	413	Robot Initial States	3
libero_10	414	Robot Initial States	3
libero_10	415	Robot Initial States	2
libero_10	416	Robot Initial States	3
libero_10	417	Robot Initial States	3
libero_10	418	Robot Initial States	3
libero_10	419	Robot Initial States	3
libero_10	420	Robot Initial States	2
libero_10	421	Robot Initial States	3
libero_10	422	Robot Initial States	2
libero_10	423	Robot Initial States	3
libero_10	424	Robot Initial States	4
libero_10	425	Robot Initial States	4
libero_10	426	Robot Initial States	4
libero_10	427	Robot Initial States	3
libero_10	428	Robot Initial States	2
libero_10	429	Robot Initial States	3
libero_10	430	Robot Initial States	3
libero_10	431	Robot Initial States	4
libero_10	432	Robot Initial States	3
libero_10	433	Robot Initial States	4
libero_10	434	Robot Initial States	3
libero_10	435	Robot Initial States	5
libero_10	436	Robot Initial States	3
libero_10	437	Robot Initial States	4
libero_10	438	Robot Initial States	3
libero_10	439	Robot Initial States	3
libero_10	440	Robot Initial States	3
libero_10	441	Robot Initial States	3
libero_10	442	Robot Initial States	4
libero_10	443	Robot Initial States	3
libero_10	444	Robot Initial States	2
libero_10	445	Robot Initial States	4
libero_10	446	Robot Initial States	5
libero_10	447	Robot Initial States	5
libero_10	448	Robot Initial States	5
libero_10	449	Robot Initial States	3
libero_10	450	Robot Initial States	5
libero_10	451	Robot Initial States	4
libero_10	452	Robot Initial States	4
libero_10	453	Robot Initial States	1
libero_10	454	Robot Initial States	1
libero_10	455	Robot Initial States	1
libero_10	456	Robot Initial States	3
libero_10	457	Robot Initial States	3
libero_10	458	Robot Initial States	3
libero_10	459	Robot Initial States	2
libero_10	460	Robot Initial States	3
libero_10	461	Robot Initial States	1
libero_10	462	Robot Initial States	2
libero_10	463	Robot Initial States	4
libero_10	464	Robot Initial States	3
libero_10	465	Robot Initial States	5
libero_10	466	Robot Initial States	5
libero_10	467	Robot Initial States	3
libero_10	468	Robot Initial States	5
libero_10	469	Robot Initial States	4
libero_10	470	Robot Initial States	1
libero_10	471	Robot Initial States	5
libero_10	472	Robot Initial States	4
libero_10	473	Robot Initial States	4
libero_10	474	Robot Initial States	4
libero_10	475	Robot Initial States	3
libero_10	476	Robot Initial States	5
libero_10	477	Robot Initial States	4
libero_10	478	Robot Initial States	5
libero_10	479	Robot Initial States	4
libero_10	480	Robot Initial States	5
libero_10	481	Robot Initial States	3
libero_10	482	Robot Initial States	5
libero_10	483	Robot Initial States	5
libero_10	484	Robot Initial States	4
libero_10	485	Robot Initial States	1
libero_10	486	Robot Initial States	5
libero_10	487	Robot Initial States	5
libero_10	488	Robot Initial States	4
libero_10	489	Robot Initial States	5
libero_10	490	Robot Initial States	5
libero_10	491	Robot Initial States	1
libero_10	492	Robot Initial States	2
libero_10	493	Robot Initial States	1
libero_10	494	Robot Initial States	1
libero_10	495	Robot Initial States	3
libero_10	496	Robot Initial States	1
libero_10	497	Robot Initial States	2
libero_10	498	Robot Initial States	1
libero_10	499	Robot Initial States	1
libero_10	500	Robot Initial States	2
libero_10	501	Robot Initial States	3
libero_10	502	Robot Initial States	3
libero_10	503	Robot Initial States	3
libero_10	504	Robot Initial States	2
libero_10	505	Robot Initial States	2
libero_10	506	Robot Initial States	5
libero_10	507	Robot Initial States	4
libero_10	508	Robot Initial States	4
libero_10	509	Robot Initial States	3
libero_10	510	Robot Initial States	5
libero_10	511	Robot Initial States	3
libero_10	512	Robot Initial States	5
libero_10	513	Robot Initial States	3
libero_10	514	Robot Initial States	3
libero_10	515	Robot Initial States	2
libero_10	516	Robot Initial States	4
libero_10	517	Robot Initial States	3
libero_10	518	Robot Initial States	5
libero_10	519	Robot Initial States	5
libero_10	520	Robot Initial States	2
libero_10	521	Robot Initial States	3
libero_10	522	Robot Initial States	5
libero_10	523	Robot Initial States	5
libero_10	524	Robot Initial States	3
libero_10	525	Robot Initial States	1
libero_10	526	Robot Initial States	1
libero_10	527	Robot Initial States	2
libero_10	528	Robot Initial States	1
libero_10	529	Robot Initial States	1
libero_10	530	Robot Initial States	1
libero_10	531	Robot Initial States	2
libero_10	532	Robot Initial States	1
libero_10	533	Robot Initial States	2
libero_10	534	Robot Initial States	1
libero_10	535	Robot Initial States	1
libero_10	536	Robot Initial States	1
libero_10	537	Robot Initial States	2
libero_10	538	Robot Initial States	4
libero_10	539	Robot Initial States	2
libero_10	540	Robot Initial States	1
libero_10	541	Robot Initial States	3
libero_10	542	Robot Initial States	4
libero_10	543	Robot Initial States	2
libero_10	544	Robot Initial States	3
libero_10	545	Robot Initial States	3
libero_10	546	Robot Initial States	2
libero_10	547	Robot Initial States	3
libero_10	548	Robot Initial States	1
libero_10	549	Robot Initial States	5
libero_10	550	Robot Initial States	5
libero_10	551	Robot Initial States	3
libero_10	552	Robot Initial States	2
libero_10	553	Robot Initial States	2
libero_10	554	Robot Initial States	4
libero_10	555	Robot Initial States	4
libero_10	556	Robot Initial States	3
libero_10	557	Robot Initial States	2
libero_10	558	Robot Initial States	4
libero_10	559	Robot Initial States	3
libero_10	560	Robot Initial States	4
libero_10	561	Robot Initial States	5
libero_10	562	Robot Initial States	5
libero_10	563	Robot Initial States	2
libero_10	564	Robot Initial States	4
libero_10	565	Robot Initial States	3
libero_10	566	Robot Initial States	5
libero_10	567	Robot Initial States	1
libero_10	568	Robot Initial States	3
libero_10	569	Robot Initial States	3
libero_10	570	Robot Initial States	1
libero_10	571	Robot Initial States	1
libero_10	572	Robot Initial States	3
libero_10	573	Robot Initial States	2
libero_10	574	Robot Initial States	3
libero_10	575	Robot Initial States	3
libero_10	576	Robot Initial States	3
libero_10	577	Robot Initial States	1
libero_10	578	Robot Initial States	3
libero_10	579	Robot Initial States	4
libero_10	580	Robot Initial States	3
libero_10	581	Robot Initial States	4
libero_10	582	Robot Initial States	3
libero_10	583	Robot Initial States	5
libero_10	584	Robot Initial States	2
libero_10	585	Robot Initial States	1
libero_10	586	Robot Initial States	3
libero_10	587	Robot Initial States	3
libero_10	588	Robot Initial States	1
libero_10	589	Robot Initial States	4
libero_10	590	Robot Initial States	4
libero_10	591	Robot Initial States	4
libero_10	592	Robot Initial States	5
libero_10	593	Robot Initial States	1
libero_10	594	Robot Initial States	5
libero_10	595	Robot Initial States	4
libero_10	596	Robot Initial States	4
libero_10	597	Robot Initial States	1
libero_10	598	Robot Initial States	4
libero_10	599	Robot Initial States	4
libero_10	600	Robot Initial States	5
libero_10	601	Robot Initial States	5
libero_10	602	Robot Initial States	3
libero_10	603	Robot Initial States	4
libero_10	604	Robot Initial States	4
libero_10	605	Robot Initial States	4
libero_10	606	Robot Initial States	2
libero_10	607	Robot Initial States	5
libero_10	608	Robot Initial States	3
libero_10	609	Robot Initial States	3
libero_10	610	Robot Initial States	2
libero_10	611	Robot Initial States	3
libero_10	612	Robot Initial States	5
libero_10	613	Robot Initial States	4
libero_10	614	Robot Initial States	3
libero_10	615	Robot Initial States	5
libero_10	616	Robot Initial States	3
libero_10	617	Robot Initial States	2
libero_10	618	Robot Initial States	3
libero_10	619	Robot Initial States	3
libero_10	620	Robot Initial States	4
libero_10	621	Robot Initial States	5
libero_10	622	Robot Initial States	3
libero_10	623	Robot Initial States	5
libero_10	624	Robot Initial States	5
libero_10	625	Robot Initial States	4
libero_10	626	Robot Initial States	3
libero_10	627	Robot Initial States	5
libero_10	628	Robot Initial States	4
libero_10	629	Robot Initial States	4
libero_10	630	Robot Initial States	5
libero_10	631	Robot Initial States	4
libero_10	632	Robot Initial States	4
libero_10	633	Robot Initial States	4
libero_10	634	Robot Initial States	4
libero_10	635	Robot Initial States	5
libero_10	636	Robot Initial States	4
libero_10	637	Robot Initial States	5
libero_10	638	Robot Initial States	4
libero_10	639	Robot Initial States	4
libero_10	640	Robot Initial States	2
libero_10	641	Robot Initial States	2
libero_10	642	Robot Initial States	1
libero_10	643	Robot Initial States	2
libero_10	644	Robot Initial States	2
libero_10	645	Robot Initial States	2
libero_10	646	Robot Initial States	2
libero_10	647	Robot Initial States	1
libero_10	648	Robot Initial States	3
libero_10	649	Robot Initial States	2
libero_10	650	Robot Initial States	2
libero_10	651	Robot Initial States	2
libero_10	652	Robot Initial States	2
libero_10	653	Robot Initial States	1
libero_10	654	Robot Initial States	1
libero_10	655	Robot Initial States	2
libero_10	656	Robot Initial States	1
libero_10	657	Robot Initial States	3
libero_10	658	Robot Initial States	2
libero_10	659	Robot Initial States	5
libero_10	660	Robot Initial States	2
libero_10	661	Robot Initial States	4
libero_10	662	Robot Initial States	4
libero_10	663	Robot Initial States	4
libero_10	664	Robot Initial States	4
libero_10	665	Robot Initial States	5
libero_10	666	Robot Initial States	5
libero_10	667	Robot Initial States	4
libero_10	668	Robot Initial States	5
libero_10	669	Robot Initial States	3
libero_10	670	Robot Initial States	5
libero_10	671	Robot Initial States	5
libero_10	672	Robot Initial States	3
libero_10	673	Robot Initial States	5
libero_10	674	Robot Initial States	4
libero_10	675	Robot Initial States	4
libero_10	676	Robot Initial States	5
libero_10	677	Robot Initial States	5
libero_10	678	Robot Initial States	4
libero_10	679	Robot Initial States	4
libero_10	680	Robot Initial States	3
libero_10	681	Robot Initial States	4
libero_10	682	Camera Viewpoints	3
libero_10	683	Camera Viewpoints	4
libero_10	684	Camera Viewpoints	4
libero_10	685	Camera Viewpoints	2
libero_10	686	Camera Viewpoints	2
libero_10	687	Camera Viewpoints	2
libero_10	688	Camera Viewpoints	1
libero_10	689	Camera Viewpoints	2
libero_10	690	Camera Viewpoints	3
libero_10	691	Camera Viewpoints	3
libero_10	692	Camera Viewpoints	3
libero_10	693	Camera Viewpoints	2
libero_10	694	Camera Viewpoints	2
libero_10	695	Camera Viewpoints	3
libero_10	696	Camera Viewpoints	3
libero_10	697	Camera Viewpoints	3
libero_10	698	Camera Viewpoints	2
libero_10	699	Camera Viewpoints	3
libero_10	700	Camera Viewpoints	3
libero_10	701	Camera Viewpoints	2
libero_10	702	Camera Viewpoints	1
libero_10	703	Camera Viewpoints	2
libero_10	704	Camera Viewpoints	1
libero_10	705	Camera Viewpoints	2
libero_10	706	Camera Viewpoints	2
libero_10	707	Camera Viewpoints	1
libero_10	708	Camera Viewpoints	1
libero_10	709	Camera Viewpoints	2
libero_10	710	Camera Viewpoints	1
libero_10	711	Camera Viewpoints	3
libero_10	712	Camera Viewpoints	1
libero_10	713	Camera Viewpoints	2
libero_10	714	Camera Viewpoints	2
libero_10	715	Camera Viewpoints	2
libero_10	716	Camera Viewpoints	1
libero_10	717	Camera Viewpoints	2
libero_10	718	Camera Viewpoints	2
libero_10	719	Camera Viewpoints	2
libero_10	720	Camera Viewpoints	2
libero_10	721	Camera Viewpoints	2
libero_10	722	Camera Viewpoints	2
libero_10	723	Camera Viewpoints	2
libero_10	724	Camera Viewpoints	1
libero_10	725	Camera Viewpoints	2
libero_10	726	Camera Viewpoints	3
libero_10	727	Camera Viewpoints	2
libero_10	728	Camera Viewpoints	3
libero_10	729	Camera Viewpoints	2
libero_10	730	Camera Viewpoints	3
libero_10	731	Camera Viewpoints	2
libero_10	732	Camera Viewpoints	3
libero_10	733	Camera Viewpoints	2
libero_10	734	Camera Viewpoints	4
libero_10	735	Camera Viewpoints	3
libero_10	736	Camera Viewpoints	4
libero_10	737	Camera Viewpoints	3
libero_10	738	Camera Viewpoints	4
libero_10	739	Camera Viewpoints	3
libero_10	740	Camera Viewpoints	4
libero_10	741	Camera Viewpoints	3
libero_10	742	Camera Viewpoints	3
libero_10	743	Camera Viewpoints	3
libero_10	744	Camera Viewpoints	2
libero_10	745	Camera Viewpoints	1
libero_10	746	Camera Viewpoints	3
libero_10	747	Camera Viewpoints	1
libero_10	748	Camera Viewpoints	3
libero_10	749	Camera Viewpoints	2
libero_10	750	Camera Viewpoints	2
libero_10	751	Camera Viewpoints	2
libero_10	752	Camera Viewpoints	2
libero_10	753	Camera Viewpoints	2
libero_10	754	Camera Viewpoints	5
libero_10	755	Camera Viewpoints	3
libero_10	756	Camera Viewpoints	5
libero_10	757	Camera Viewpoints	4
libero_10	758	Camera Viewpoints	5
libero_10	759	Camera Viewpoints	3
libero_10	760	Camera Viewpoints	5
libero_10	761	Camera Viewpoints	4
libero_10	762	Camera Viewpoints	5
libero_10	763	Camera Viewpoints	4
libero_10	764	Camera Viewpoints	5
libero_10	765	Camera Viewpoints	3
libero_10	766	Camera Viewpoints	5
libero_10	767	Camera Viewpoints	3
libero_10	768	Camera Viewpoints	5
libero_10	769	Camera Viewpoints	4
libero_10	770	Camera Viewpoints	5
libero_10	771	Camera Viewpoints	4
libero_10	772	Camera Viewpoints	5
libero_10	773	Camera Viewpoints	4
libero_10	774	Camera Viewpoints	5
libero_10	775	Camera Viewpoints	5
libero_10	776	Camera Viewpoints	5
libero_10	777	Camera Viewpoints	5
libero_10	778	Camera Viewpoints	5
libero_10	779	Camera Viewpoints	5
libero_10	780	Camera Viewpoints	5
libero_10	781	Camera Viewpoints	4
libero_10	782	Camera Viewpoints	4
libero_10	783	Camera Viewpoints	4
libero_10	784	Camera Viewpoints	4
libero_10	785	Camera Viewpoints	5
libero_10	786	Camera Viewpoints	5
libero_10	787	Camera Viewpoints	3
libero_10	788	Camera Viewpoints	5
libero_10	789	Camera Viewpoints	4
libero_10	790	Camera Viewpoints	5
libero_10	791	Camera Viewpoints	5
libero_10	792	Camera Viewpoints	5
libero_10	793	Camera Viewpoints	5
libero_10	794	Camera Viewpoints	5
libero_10	795	Camera Viewpoints	5
libero_10	796	Camera Viewpoints	5
libero_10	797	Camera Viewpoints	5
libero_10	798	Camera Viewpoints	5
libero_10	799	Camera Viewpoints	3
libero_10	800	Camera Viewpoints	3
libero_10	801	Camera Viewpoints	5
libero_10	802	Camera Viewpoints	5
libero_10	803	Camera Viewpoints	5
libero_10	804	Camera Viewpoints	5
libero_10	805	Camera Viewpoints	5
libero_10	806	Camera Viewpoints	5
libero_10	807	Camera Viewpoints	5
libero_10	808	Camera Viewpoints	5
libero_10	809	Camera Viewpoints	5
libero_10	810	Camera Viewpoints	4
libero_10	811	Camera Viewpoints	5
libero_10	812	Camera Viewpoints	5
libero_10	813	Camera Viewpoints	5
libero_10	814	Camera Viewpoints	5
libero_10	815	Camera Viewpoints	5
libero_10	816	Camera Viewpoints	5
libero_10	817	Camera Viewpoints	3
libero_10	818	Camera Viewpoints	5
libero_10	819	Camera Viewpoints	5
libero_10	820	Camera Viewpoints	5
libero_10	821	Camera Viewpoints	5
libero_10	822	Camera Viewpoints	5
libero_10	823	Camera Viewpoints	5
libero_10	824	Camera Viewpoints	5
libero_10	825	Camera Viewpoints	4
libero_10	826	Camera Viewpoints	5
libero_10	827	Camera Viewpoints	5
libero_10	828	Camera Viewpoints	5
libero_10	829	Camera Viewpoints	3
libero_10	830	Camera Viewpoints	3
libero_10	831	Camera Viewpoints	3
libero_10	832	Camera Viewpoints	5
libero_10	833	Camera Viewpoints	3
libero_10	834	Camera Viewpoints	3
libero_10	835	Camera Viewpoints	4
libero_10	836	Camera Viewpoints	4
